,name,Mw (g/mol),Mn (g/mol),PDI,Regioregularity R%,DP,SANS,SAXS/GWAXS,DLS,SLS,SEC (GPC),Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Deuterated solvent,Solid additive,Solid additive quantity (mg/ml),Solvent solubility parameter (Hansen),Polymer solubility parameter ,Polymer solubility parameter 𝛿d [MPa1/2],Polymer solubility parameter  𝛿p [MPa1/2],Polymer solubility parameter 𝛿h [MPa1/2],Rh1 (nm),I1 (Normalized 1-0),Rh2 (nm),I2 (Normalized 1-0),Rh3 (nm),I3 (Normalized 1-0),Rh4 (nm),I4 (Normalized 1-0),Rh deviation (nm) ±,Rg1 (nm),Rg2 (nm),Rg 1deviation (nm) ±,"Rcs,g (crossectional radius) (nm)","Rcs,g (crossectional radius) (nm) ±","Rt,g (radius of gyration) (nm)",Ree (chain end-to-end distance) (nm),Ree deviation (nm) ±,A2 (mol dm3/g^2),df,α1 ,q1 range (A-1),α2 ,q2 range (A-1),Lp (nm),Lp deviation (nm) ±,Lc (nm),Lc deviation (nm) ±,ξs (characteristic length scale) (nm),ξs deviation (nm) ±,ξd (mesh size of the dynamic network) (nm),ξd deviation (nm) ±,R disk (nm),R cylinder (nm),R deviation (nm) ±,R core cylinder (nm),L cylinder (nm),L deviation (nm) ±,t (thinkness) (nm),t (thinkness) (nm) ±,A parallelepiped (thickness)(nm),A deviation (nm) ±,B parallelepiped (width)(nm),B deviation (nm) ±,C parallelepiped (length)(nm),C deviation (nm) ±,Light scattering model,SANS/SAXS model,Expected Conformation,Additional notes 1,Additional notes 2,Doi
21,PFO,46000.0,,,,,0,0,1.0,1,0.0,,,,,0.05,318.0,,,,,,,,80:20 vol% Tol-EtOH,0.0,,,,,,,,211.0,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laplace inversion,,different solvent and temperature:range,,https://doi.org/10.1039/C5SM00074B
22,PFO,46000.0,,,,,0,0,1.0,1,0.0,,,,,0.05,323.0,,,,,,,,80:20 vol% Tol-EtOH,0.0,,,,,,,,191.0,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laplace inversion,,different solvent and temperature:range,,https://doi.org/10.1039/C5SM00074B
23,PFO,46000.0,,,,,0,0,1.0,1,0.0,,,,,0.05,328.0,,,,,,,,80:20 vol% Tol-EtOH,0.0,,,,,,,,154.0,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laplace inversion,,different solvent and temperature:range,,https://doi.org/10.1039/C5SM00074B
24,PFO,46000.0,,,,,0,0,1.0,1,0.0,,,,,0.05,331.0,,,,,,,,80:20 vol% Tol-EtOH,0.0,,,,,,,,98.0,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laplace inversion,,different solvent and temperature:range,,https://doi.org/10.1039/C5SM00074B
25,PFO,46000.0,,,,,0,0,1.0,1,0.0,,,,,0.05,333.0,,,,,,,,80:20 vol% Tol-EtOH,0.0,,,,,,,,50.0,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laplace inversion,,different solvent and temperature:range,,https://doi.org/10.1039/C5SM00074B
26,PFO,46000.0,,,,,0,0,1.0,1,0.0,,,,,0.05,335.0,,,,,,,,80:20 vol% Tol-EtOH,0.0,,,,,,,,24.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laplace inversion,,different solvent and temperature:range,,https://doi.org/10.1039/C5SM00074B
27,PPFOH-L,16640.0,10400.0,1.6,,29,0,0,1.0,0,0.0,,,,90,5.0,298.0,24,298,,,,,,Tol,0.0,,,,,,,,9513.86,1.0,65.44,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZetasizerNano-ZS,Not Accurate because of picture,https://doi.org/10.1039/C2PY20618H
28,PPFOH-L,16640.0,10400.0,1.6,,29,0,0,1.0,0,0.0,,,,90,5.0,298.0,12,298,,,,,,Tol,0.0,,,,,,,,9271.26,1.0,60.64,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZetasizerNano-ZS,Not Accurate because of picture,https://doi.org/10.1039/C2PY20618H
29,PPFOH-L,16640.0,10400.0,1.6,,29,0,0,1.0,0,0.0,,,,90,5.0,298.0,2,298,,,,,,Tol,0.0,,,,,,,,8593.39,1.0,323.28,0.43,52.09,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZetasizerNano-ZS,Not Accurate because of picture,https://doi.org/10.1039/C2PY20618H
30,PPFOH-L,16640.0,10400.0,1.6,,29,0,0,1.0,0,0.0,,,,90,5.0,298.0,0.5,298,,,,,,Tol,0.0,,,,,,,,6671.9,1.0,406.72,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZetasizerNano-ZS,Not Accurate because of picture,https://doi.org/10.1039/C2PY20618H
31,PPFOH-L,16640.0,10400.0,1.6,,29,0,0,1.0,0,0.0,,,,90,5.0,298.0,0.166,298,,,,,,Tol,0.0,,,,,,,,3821.29,1.0,292.3,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZetasizerNano-ZS,Not Accurate because of picture,https://doi.org/10.1039/C2PY20618H
32,PPFOH-L,16640.0,10400.0,1.6,,29,0,0,1.0,0,0.0,,,,90,5.0,298.0,0,298,,,,,,Tol,0.0,,,,,,,,2816.73,1.0,927.13,1,65.7,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZetasizerNano-ZS,Not Accurate because of picture,https://doi.org/10.1039/C2PY20618H
33,PTB7,,35000.0,,,,0,0,0.0,1,0.0,,,,,2.0,298.0,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.5,48.0,,,,,,,1.32,0.03,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.jpclett.8b01738
34,PTB7,,35000.0,,,,0,0,0.0,1,0.0,,,,,2.0,308.0,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.0,48.0,,,,,,,1.37,0.03,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.jpclett.8b01738
35,PTVT-T ,,,,,,1,0,0.0,0,0.0,,,,,5.0,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,1.28,,,,,,,,,,,,,,,,,no Mw and temp,https://doi.org/10.1002/agt2.289
36,P3HT-b-P3HTPy,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,0:100 vol% H2O-MeOH,1.0,,,,,,,,27.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
37,P3HT-b-P3HTPy,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,25:75 vol% H2O-MeOH,1.0,,,,,,,,195.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
38,P3HT-b-P3HTPy,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,50:50 vol% H2O-MeOH,1.0,,,,,,,,82.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
39,P3HT-b-P3HTPy,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,75:25 vol% H2O-MeOH,1.0,,,,,,,,54.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
40,P3HT-b-P3HTPy,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,100:0 vol% H2O-MeOH,1.0,,,,,,,,46.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
41,P3HT-b-P3HTIm,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,0:100 vol% H2O-MeOH,1.0,,,,,,,,47.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
42,P3HT-b-P3HTIm,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,25:75 vol% H2O-MeOH,1.0,,,,,,,,139.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
43,P3HT-b-P3HTIm,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,50:50 vol% H2O-MeOH,1.0,,,,,,,,231.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
44,P3HT-b-P3HTIm,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,75:25 vol% H2O-MeOH,1.0,,,,,,,,285.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
45,P3HT-b-P3HTIm,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,100:0 vol% H2O-MeOH,1.0,,,,,,,,92.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
46,P3HT-b-P3HTNMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,0:100 vol% H2O-MeOH,1.0,,,,,,,,44.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
47,P3HT-b-P3HTNMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,25:75 vol% H2O-MeOH,1.0,,,,,,,,106.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
48,P3HT-b-P3HTNMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,50:50 vol% H2O-MeOH,1.0,,,,,,,,161.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
49,P3HT-b-P3HTNMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,75:25 vol% H2O-MeOH,1.0,,,,,,,,302.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
50,P3HT-b-P3HTNMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,100:0 vol% H2O-MeOH,1.0,,,,,,,,129.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
51,P3HT-b-P3HTPMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,0:100 vol% H2O-MeOH,1.0,,,,,,,,121.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
52,P3HT-b-P3HTPMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,25:75 vol% H2O-MeOH,1.0,,,,,,,,139.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
53,P3HT-b-P3HTPMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,50:50 vol% H2O-MeOH,1.0,,,,,,,,285.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
54,P3HT-b-P3HTPMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,75:25 vol% H2O-MeOH,1.0,,,,,,,,101.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
55,P3HT-b-P3HTPMe3,,,,,,1,0,1.0,0,0.0,,,,,0.00035,,,,,,,,,100:0 vol% H2O-MeOH,1.0,,,,,,,,126.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/C4PY00037D
56,DPPDTT1,105000.0,47727.27273,2.2,,,0,0,0.0,1,0.0,,,,20,0.11,298.0,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,17.2,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,Rg derived from sls in range of concentration,,https://doi.org/10.1021/acs.macromol.0c01646
57,DPPDTT2,114000.0,38000.0,3.0,,,0,0,0.0,1,0.0,,,,20,0.11,298.0,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,https://doi.org/10.1021/acs.macromol.0c01646
58,DPPDTT3,166000.0,66400.0,2.5,,,0,0,0.0,1,0.0,,,,20,0.11,298.0,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,https://doi.org/10.1021/acs.macromol.0c01646
59,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.15,298.0,2,298,,,,,,oDCB,1.0,,,,,,,,26.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
60,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.15,298.0,6,298,,,,,,oDCB,1.0,,,,,,,,32.82,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
61,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.15,298.0,20,298,,,,,,oDCB,1.0,,,,,,,,36.24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
62,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.15,298.0,30,298,,,,,,oDCB,1.0,,,,,,,,40.78,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
63,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.15,298.0,40,298,,,,,,oDCB,1.0,,,,,,,,46.78,1.0,6695.11,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
64,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.15,298.0,53,298,,,,,,oDCB,1.0,,,,,,,,38.94,1.0,13219.41,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
65,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.2,298.0,2,298,,,,,,oDCB,1.0,,,,,,,,28.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
66,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.2,298.0,6,298,,,,,,oDCB,1.0,,,,,,,,32.82,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
67,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.2,298.0,20,298,,,,,,oDCB,1.0,,,,,,,,34.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
68,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.2,298.0,30,298,,,,,,oDCB,1.0,,,,,,,,41.63,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
69,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.2,298.0,40,298,,,,,,oDCB,1.0,,,,,,,,61.71,1.0,84784.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
70,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.2,298.0,53,298,,,,,,oDCB,1.0,,,,,,,,53.39,0.62,82972.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
71,DPPDTT2,114000.0,38000.0,3.0,,,0,0,1.0,0,0.0,,,,20,0.1,298.0,6,298,,,,,,oDCB,1.0,,,,,,,,34.78,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rod-like/ribbon-like,,,,https://doi.org/10.1021/acs.macromol.0c01646
